interaction_id,user_id,session_id,request_ts,intent,tool_used,model_name,input_tokens,output_tokens,latency_ms,response_status,resolved_by_agent,escalated_to_human,satisfaction_score
I00001847,U001931,S001056_04,2026-01-19 20:19:00,Summarization,none,navi-mini,211,1584,4918,success,1,0,
I00000012,U001269,S000011_06,2026-01-19 20:23:00,Study Plan,none,navi-mini,210,309,1767,success,1,0,4.0
I00001252,U000639,S000684_02,2026-01-19 20:26:00,Flashcards,none,navi-mini,111,1159,3950,success,1,0,5.0
I00000241,U001924,S000142_03,2026-01-19 21:03:00,Homework Help,none,navi-mini,277,467,2137,success,1,0,
I00001266,U000682,S000693_03,2026-01-19 21:17:00,Study Plan,calendar_planner,navi-pro,269,487,4481,success,1,0,
I00000707,U004757,S000383_08,2026-01-19 21:26:00,Quiz Generation,none,navi-mini,182,486,1762,success,1,0,
I00000785,U003975,S000425_08,2026-01-19 21:36:00,Study Plan,none,navi-mini,1013,1229,5348,success,0,0,
I00001102,U003424,S000596_04,2026-01-19 22:16:00,Quiz Generation,quiz_generator,navi-mini,440,444,3977,success,1,0,
I00000738,U004122,S000396_04,2026-01-19 22:18:00,Summarization,document_reader,navi-mini,136,868,4386,success,1,0,
I00001144,U000081,S000626_02,2026-01-19 22:22:00,General Q&A,none,navi-mini,566,498,2627,success,1,0,
I00001684,U001094,S000949_02,2026-01-19 22:39:00,General Q&A,none,navi-mini,209,374,2063,success,1,0,
I00000540,U004955,S000286_07,2026-01-19 22:45:00,Summarization,document_reader,navi-pro,199,586,4758,success,0,0,
I00000394,U003954,S000214_07,2026-01-19 22:53:00,Summarization,document_reader,navi-mini,151,717,4109,success,1,0,
I00001714,U004591,S000960_01,2026-01-20 07:19:00,Flashcards,flashcard_maker,navi-mini,158,390,3166,success,1,0,5.0
I00001604,U003804,S000897_01,2026-01-20 07:20:00,Flashcards,flashcard_maker,navi-mini,184,328,2260,success,0,0,
I00001001,U003873,S000538_05,2026-01-20 07:46:00,Summarization,none,navi-pro,218,161,1671,success,0,0,
I00001709,U003808,S000959_02,2026-01-20 08:23:00,Quiz Generation,quiz_generator,navi-mini,249,1033,5649,success,1,0,4.0
I00001017,U002125,S000546_06,2026-01-20 08:25:00,Homework Help,calculator,navi-mini,423,908,4905,success,0,0,
I00000862,U002965,S000473_04,2026-01-20 08:29:00,Summarization,document_reader,navi-pro,301,279,2937,success,1,0,5.0
I00000268,U001739,S000164_05,2026-01-20 08:41:00,Study Plan,none,navi-pro,526,263,2568,success,1,0,
I00002049,U000541,S001231_01,2026-01-20 09:10:00,Summarization,none,navi-pro,177,518,2544,success,1,0,
I00001301,U000674,S000714_03,2026-01-20 09:38:00,Homework Help,calculator,navi-pro,244,181,2691,error,0,1,
I00001136,U000699,S000619_05,2026-01-20 09:43:00,Homework Help,none,navi-mini,183,451,2473,success,0,1,
I00002101,U000171,S001256_01,2026-01-20 09:44:00,Summarization,document_reader,navi-pro,166,290,2237,timeout,0,1,
I00000605,U000314,S000324_06,2026-01-20 10:14:00,Summarization,document_reader,navi-mini,362,860,5336,success,1,0,4.0
I00001856,U000986,S001065_01,2026-01-20 10:21:00,Summarization,document_reader,navi-mini,233,237,2586,success,1,0,3.0
I00001431,U004271,S000780_05,2026-01-20 10:24:00,Summarization,document_reader,navi-mini,239,453,2371,success,1,0,
I00001094,U003410,S000594_05,2026-01-20 10:29:00,Homework Help,none,navi-mini,216,868,3056,success,1,0,
I00001654,U002767,S000936_02,2026-01-20 10:38:00,Homework Help,calculator,navi-mini,190,2231,10394,success,0,0,
I00000137,U003291,S000106_07,2026-01-20 11:34:00,Summarization,none,navi-mini,267,343,1998,success,1,0,3.0
I00000729,U000203,S000390_08,2026-01-20 11:55:00,General Q&A,web_search,navi-mini,302,260,2075,success,0,1,
I00001617,U001142,S000905_03,2026-01-20 12:08:00,Quiz Generation,none,navi-mini,185,658,2432,success,0,0,
I00000487,U002763,S000264_07,2026-01-20 12:11:00,Flashcards,flashcard_maker,navi-mini,161,213,1982,success,1,0,
I00001917,U000280,S001102_02,2026-01-20 12:14:00,Homework Help,calculator,navi-mini,203,656,70424,success,1,0,1.0
I00000634,U003406,S000341_06,2026-01-20 12:25:00,Quiz Generation,none,navi-mini,207,309,1586,success,0,0,
I00001890,U004335,S001087_02,2026-01-20 12:29:00,Summarization,none,navi-mini,128,620,2404,success,1,0,
I00001267,U000682,S000693_04,2026-01-20 12:35:00,Study Plan,calendar_planner,navi-pro,268,379,3750,success,1,0,
I00000790,U000523,S000429_03,2026-01-20 12:39:00,Homework Help,none,navi-pro,238,360,2247,success,0,0,
I00000901,U004148,S000487_05,2026-01-20 12:47:00,Summarization,none,navi-mini,216,360,1726,success,1,0,
I00000063,U004106,S000044_10,2026-01-20 12:48:00,Homework Help,calculator,navi-mini,163,300,2701,success,1,0,
I00000048,U000498,S000032_08,2026-01-20 12:49:00,Homework Help,calculator,navi-pro,719,228,4076,success,0,1,
I00000328,U004097,S000196_02,2026-01-20 12:57:00,Flashcards,none,navi-mini,217,770,2885,success,0,0,
I00000861,U002965,S000473_02,2026-01-20 13:44:00,Flashcards,flashcard_maker,navi-mini,214,1207,5076,success,0,0,5.0
I00000363,U001593,S000204_08,2026-01-20 13:45:00,Summarization,document_reader,navi-mini,750,302,3728,success,1,0,5.0
I00001781,U001668,S001011_03,2026-01-20 13:52:00,General Q&A,web_search,navi-mini,399,302,2779,success,0,1,2.0
I00001274,U001651,S000694_09,2026-01-20 14:02:00,Summarization,document_reader,navi-mini,247,386,2516,success,1,0,
I00001559,U000861,S000873_03,2026-01-20 14:02:00,General Q&A,none,navi-mini,203,635,2311,success,0,0,3.0
I00000211,U003785,S000133_07,2026-01-20 14:07:00,Summarization,document_reader,navi-mini,345,262,2490,success,0,0,
I00001653,U002767,S000936_01,2026-01-20 14:23:00,Homework Help,none,navi-mini,156,484,2071,timeout,0,1,
I00002112,U001897,S001264_02,2026-01-20 14:38:00,Homework Help,none,navi-mini,189,83,1194,timeout,0,1,
I00001504,U002639,S000822_04,2026-01-20 14:42:00,Homework Help,none,navi-pro,309,292,2457,success,1,0,
I00000473,U000708,S000263_10,2026-01-20 14:56:00,General Q&A,web_search,navi-mini,363,566,3721,success,1,0,3.0
I00001180,U000006,S000647_05,2026-01-20 15:03:00,Homework Help,calculator,navi-pro,333,262,2863,success,1,0,5.0
I00002111,U003607,S001263_01,2026-01-20 15:25:00,Homework Help,none,navi-mini,401,438,2129,success,1,0,
I00002067,U001845,S001244_01,2026-01-20 15:26:00,Summarization,none,navi-mini,354,1092,4093,success,1,0,
I00000376,U001170,S000207_06,2026-01-20 15:28:00,General Q&A,web_search,navi-mini,160,922,5050,success,1,0,
I00000690,U003932,S000378_07,2026-01-20 15:35:00,General Q&A,web_search,navi-pro,499,747,6794,success,1,0,4.0
I00000625,U004838,S000335_07,2026-01-20 15:36:00,Quiz Generation,none,navi-pro,168,512,2872,success,0,0,
I00001141,U002067,S000621_04,2026-01-20 15:36:00,Quiz Generation,none,navi-pro,247,824,4089,success,1,0,4.0
I00002083,U000996,S001249_01,2026-01-20 15:48:00,Quiz Generation,quiz_generator,navi-mini,1004,765,4960,success,1,0,
I00001220,U004976,S000661_02,2026-01-20 15:53:00,Summarization,none,navi-mini,213,701,2615,success,1,0,4.0
I00001861,U004896,S001067_02,2026-01-20 15:56:00,Homework Help,none,navi-mini,209,273,1497,success,1,0,5.0
I00000442,U004503,S000243_08,2026-01-20 15:58:00,Homework Help,calculator,navi-mini,395,560,2898,success,1,0,
I00000281,U000326,S000169_04,2026-01-20 16:01:00,General Q&A,none,navi-pro,202,337,2357,success,0,1,3.0
I00001934,U003380,S001117_03,2026-01-20 16:06:00,Summarization,none,navi-mini,262,365,2064,success,1,0,
I00001490,U002290,S000815_03,2026-01-20 16:08:00,Summarization,document_reader,navi-mini,468,520,4059,success,1,0,5.0
I00001055,U003533,S000568_07,2026-01-20 16:22:00,Homework Help,calculator,navi-mini,524,391,3776,success,1,0,
I00000697,U002930,S000381_07,2026-01-20 16:32:00,Homework Help,none,navi-mini,290,152,1467,success,1,0,
I00001777,U004505,S001007_05,2026-01-20 17:25:00,Homework Help,none,navi-mini,108,373,1675,success,0,1,
I00000826,U004991,S000451_02,2026-01-20 17:34:00,Study Plan,calendar_planner,navi-pro,512,764,5701,success,0,0,
I00001865,U001179,S001070_02,2026-01-20 17:35:00,Study Plan,none,navi-mini,345,641,2879,success,1,0,
I00000259,U001682,S000153_07,2026-01-20 18:09:00,Summarization,none,navi-mini,130,1666,5155,success,1,0,
I00000810,U002881,S000446_07,2026-01-20 18:29:00,Summarization,none,navi-mini,285,637,3010,success,1,0,
I00001432,U004271,S000780_06,2026-01-20 18:37:00,Summarization,none,navi-pro,681,2506,10480,success,1,0,5.0
I00001247,U001136,S000681_05,2026-01-20 18:48:00,Flashcards,none,navi-mini,289,312,1826,success,1,0,
I00001331,U000235,S000729_03,2026-01-20 19:00:00,Summarization,none,navi-mini,94,561,2789,success,1,0,
I00001085,U004088,S000585_05,2026-01-20 19:15:00,General Q&A,none,navi-pro,104,341,1996,success,1,0,4.0
I00001284,U001676,S000705_03,2026-01-20 19:19:00,Study Plan,calendar_planner,navi-mini,328,338,2324,success,1,0,
I00000164,U002088,S000122_08,2026-01-20 19:23:00,Quiz Generation,quiz_generator,navi-mini,355,1126,6685,success,1,0,
I00001729,U000114,S000972_01,2026-01-20 19:30:00,Quiz Generation,quiz_generator,navi-pro,922,577,6966,success,1,0,4.0
I00001045,U002120,S000567_04,2026-01-20 19:36:00,Flashcards,none,navi-mini,323,365,1761,success,1,0,4.0
I00001876,U004999,S001078_03,2026-01-20 19:45:00,Study Plan,none,navi-mini,202,409,1308,success,1,0,5.0
I00000982,U001342,S000530_10,2026-01-20 19:53:00,Homework Help,none,navi-mini,382,1404,4541,success,1,0,
I00000673,U004256,S000368_06,2026-01-20 20:31:00,Homework Help,none,navi-mini,715,275,1918,success,0,0,
I00001522,U003645,S000825_04,2026-01-20 20:34:00,Summarization,none,navi-mini,312,995,4472,success,1,0,2.0
I00000337,U004485,S000199_15,2026-01-20 20:41:00,Homework Help,none,navi-pro,261,310,2360,success,1,0,4.0
I00001692,U003347,S000954_04,2026-01-20 21:00:00,Quiz Generation,quiz_generator,navi-pro,591,513,4343,success,1,0,
I00000791,U000523,S000429_04,2026-01-20 21:06:00,Homework Help,calculator,navi-mini,140,1442,5497,success,0,0,
I00000759,U000001,S000413_07,2026-01-20 21:07:00,Homework Help,calculator,navi-mini,114,496,2539,success,1,0,4.0
I00001848,U001931,S001056_05,2026-01-20 21:21:00,Quiz Generation,quiz_generator,navi-mini,332,602,3918,success,0,0,
I00001808,U002345,S001022_03,2026-01-20 21:39:00,General Q&A,none,navi-mini,448,341,2261,success,0,1,3.0
I00000843,U001647,S000464_05,2026-01-20 21:50:00,Homework Help,calculator,navi-mini,209,191,1768,success,1,0,
I00001821,U000965,S001038_02,2026-01-20 21:59:00,Homework Help,calculator,navi-mini,198,350,2607,success,1,0,5.0
I00000765,U000677,S000414_07,2026-01-20 22:41:00,Homework Help,none,navi-mini,210,544,1958,success,0,0,4.0
I00001920,U001144,S001103_02,2026-01-20 22:41:00,Quiz Generation,quiz_generator,navi-mini,376,171,1601,success,1,0,
I00002047,U000320,S001228_01,2026-01-21 07:11:00,Study Plan,none,navi-pro,174,1187,4859,success,0,0,
I00001722,U004035,S000968_04,2026-01-21 07:12:00,Study Plan,calendar_planner,navi-mini,304,385,2494,success,0,0,
I00000557,U001764,S000290_04,2026-01-21 07:49:00,Homework Help,none,navi-pro,376,625,3626,success,0,1,
I00001145,U000081,S000626_03,2026-01-21 07:56:00,Homework Help,none,navi-mini,229,727,2843,success,1,0,
I00002020,U003689,S001203_02,2026-01-21 08:20:00,Flashcards,flashcard_maker,navi-mini,250,1142,6044,success,0,0,3.0
I00001372,U004103,S000743_07,2026-01-21 08:37:00,Quiz Generation,none,navi-mini,537,482,2874,success,1,0,
I00001188,U004741,S000650_01,2026-01-21 08:38:00,Homework Help,none,navi-pro,288,505,3053,success,0,0,4.0
I00001752,U003836,S000990_01,2026-01-21 08:41:00,Homework Help,none,navi-pro,546,240,2882,success,1,0,5.0
I00000817,U001234,S000448_06,2026-01-21 08:56:00,Quiz Generation,quiz_generator,navi-mini,145,914,4098,success,1,0,5.0
I00002165,U002378,S001316_01,2026-01-21 09:12:00,Homework Help,calculator,navi-mini,111,253,1314,success,1,0,
I00002050,U000541,S001231_02,2026-01-21 09:36:00,Homework Help,none,navi-mini,151,371,1890,success,0,0,4.0
I00000174,U002908,S000125_07,2026-01-21 09:50:00,Homework Help,none,navi-mini,272,1198,3977,success,1,0,
I00001564,U003283,S000874_02,2026-01-21 11:21:00,Flashcards,flashcard_maker,navi-mini,536,343,4080,success,1,0,
I00001787,U001799,S001012_02,2026-01-21 11:52:00,Summarization,document_reader,navi-mini,163,718,3498,success,1,0,
I00001388,U002745,S000748_06,2026-01-21 12:02:00,Homework Help,calculator,navi-mini,234,324,2309,success,0,0,
I00001681,U002843,S000947_06,2026-01-21 12:04:00,Study Plan,calendar_planner,navi-pro,391,906,6297,success,1,0,4.0
I00000498,U003371,S000266_12,2026-01-21 12:45:00,Study Plan,none,navi-mini,360,396,1962,success,1,0,
I00001778,U004505,S001007_06,2026-01-21 12:50:00,Summarization,document_reader,navi-mini,332,304,2390,success,1,0,4.0
I00001474,U000493,S000809_02,2026-01-21 13:02:00,Homework Help,calculator,navi-pro,427,719,5323,success,0,0,
I00001809,U002345,S001022_05,2026-01-21 13:13:00,Quiz Generation,none,navi-mini,264,133,1121,success,0,0,5.0
I00001096,U003410,S000594_07,2026-01-21 13:16:00,Quiz Generation,quiz_generator,navi-pro,511,219,2717,success,0,0,3.0
I00002074,U003843,S001247_01,2026-01-21 13:21:00,Study Plan,none,navi-pro,290,495,3031,success,1,0,
I00001723,U004035,S000968_05,2026-01-21 13:26:00,Study Plan,calendar_planner,navi-mini,353,751,4387,success,0,0,
I00001613,U004482,S000902_01,2026-01-21 13:53:00,Flashcards,none,navi-mini,257,504,2299,success,1,0,
I00001287,U001495,S000709_03,2026-01-21 14:08:00,Homework Help,none,navi-mini,321,687,2559,success,1,0,
I00000424,U002477,S000236_12,2026-01-21 14:27:00,Homework Help,calculator,navi-mini,143,371,2354,success,1,0,
I00000118,U004661,S000090_07,2026-01-21 14:34:00,Homework Help,none,navi-mini,246,411,1617,success,1,0,
I00000659,U003274,S000354_03,2026-01-21 14:38:00,Quiz Generation,quiz_generator,navi-mini,215,389,2304,success,1,0,5.0
I00001731,U002348,S000974_02,2026-01-21 14:48:00,Summarization,document_reader,navi-mini,212,674,3184,success,1,0,
I00000844,U001647,S000464_06,2026-01-21 14:49:00,General Q&A,web_search,navi-mini,519,920,6206,success,1,0,5.0
I00000779,U004990,S000424_09,2026-01-21 15:00:00,Flashcards,none,navi-mini,505,289,2533,success,1,0,
I00001958,U003926,S001130_01,2026-01-21 15:12:00,Homework Help,none,navi-mini,355,415,1822,success,0,0,
I00002012,U000643,S001191_02,2026-01-21 15:19:00,Homework Help,calculator,navi-pro,307,332,4633,success,0,0,
I00001332,U000235,S000729_04,2026-01-21 15:21:00,Homework Help,none,navi-mini,361,344,2416,success,1,0,3.0
I00002019,U003689,S001203_01,2026-01-21 15:26:00,Summarization,none,navi-mini,246,267,1700,success,1,0,
I00001619,U001142,S000905_06,2026-01-21 15:31:00,Flashcards,none,navi-mini,203,308,1554,success,1,0,
I00002000,U004611,S001174_01,2026-01-21 15:41:00,Homework Help,calculator,navi-mini,399,541,4450,success,1,0,
I00001240,U000148,S000680_06,2026-01-21 15:57:00,Homework Help,calculator,navi-mini,101,157,1407,success,1,0,
I00001810,U002345,S001022_06,2026-01-21 15:59:00,Study Plan,none,navi-mini,370,342,1649,timeout,0,1,
I00002129,U000706,S001291_01,2026-01-21 16:31:00,General Q&A,web_search,navi-mini,275,221,2813,success,1,0,
I00001693,U003347,S000954_05,2026-01-21 17:22:00,General Q&A,web_search,navi-mini,649,256,3500,success,1,0,3.0
I00001924,U000848,S001113_02,2026-01-21 17:30:00,Homework Help,none,navi-mini,356,644,2568,success,1,0,
I00000822,U002269,S000450_06,2026-01-21 17:38:00,Homework Help,calculator,navi-pro,608,378,3530,success,1,0,4.0
I00000772,U002649,S000419_04,2026-01-21 17:39:00,Homework Help,calculator,navi-mini,282,265,2269,success,1,0,
I00001795,U003107,S001016_02,2026-01-21 17:58:00,Quiz Generation,none,navi-mini,164,891,3609,success,1,0,4.0
I00001354,U004022,S000735_08,2026-01-21 18:37:00,Homework Help,calculator,navi-mini,146,809,4808,success,1,0,4.0
I00002090,U003348,S001252_01,2026-01-21 19:08:00,Homework Help,none,navi-mini,373,387,2106,success,1,0,
I00000423,U002477,S000236_11,2026-01-21 19:10:00,General Q&A,none,navi-mini,311,293,2148,success,1,0,
I00001483,U000760,S000812_02,2026-01-21 19:19:00,Summarization,document_reader,navi-mini,268,326,2737,success,1,0,4.0
I00000668,U000073,S000360_07,2026-01-21 20:04:00,General Q&A,none,navi-mini,337,584,3001,success,1,0,
I00001618,U001142,S000905_05,2026-01-21 20:35:00,Study Plan,none,navi-mini,276,567,2424,success,1,0,
I00001735,U004931,S000977_02,2026-01-21 20:57:00,Quiz Generation,none,navi-pro,161,215,2097,success,1,0,
I00001410,U002969,S000761_03,2026-01-21 21:12:00,Summarization,none,navi-mini,672,351,2249,success,1,0,
I00000558,U001764,S000290_05,2026-01-21 21:18:00,Flashcards,flashcard_maker,navi-mini,219,262,1957,success,1,0,
I00001095,U003410,S000594_06,2026-01-21 21:22:00,Summarization,document_reader,navi-mini,190,263,2373,success,1,0,
I00001216,U002700,S000659_05,2026-01-21 21:27:00,Quiz Generation,none,navi-mini,177,400,1599,success,1,0,4.0
I00001290,U003811,S000711_04,2026-01-21 22:04:00,Homework Help,calculator,navi-mini,128,610,3442,success,1,0,4.0
I00000165,U002088,S000122_09,2026-01-21 22:07:00,Homework Help,calculator,navi-pro,421,621,6272,success,1,0,5.0
I00001732,U002348,S000974_03,2026-01-21 22:30:00,Homework Help,calculator,navi-pro,89,204,2157,success,0,0,
I00000553,U001996,S000288_08,2026-01-21 22:39:00,Summarization,document_reader,navi-pro,213,1806,9056,success,1,0,3.0
I00001455,U004832,S000802_04,2026-01-21 22:44:00,General Q&A,none,navi-pro,150,1190,4960,success,1,0,
I00002158,U001747,S001313_01,2026-01-21 22:49:00,Quiz Generation,none,navi-pro,216,327,2527,success,1,0,4.0
I00001560,U000861,S000873_04,2026-01-21 22:52:00,Homework Help,none,navi-mini,336,1356,4620,success,1,0,
I00001448,U002039,S000795_03,2026-01-22 07:20:00,Quiz Generation,quiz_generator,navi-mini,448,411,3551,success,0,0,3.0
I00000923,U000571,S000496_05,2026-01-22 07:23:00,Flashcards,flashcard_maker,navi-mini,464,392,3035,success,1,0,
I00002151,U002522,S001311_02,2026-01-22 07:25:00,Quiz Generation,none,navi-pro,408,410,2979,success,0,0,
I00000987,U001124,S000533_02,2026-01-22 07:39:00,Study Plan,none,navi-mini,155,428,1890,success,1,0,
I00000432,U002979,S000240_06,2026-01-22 07:50:00,Homework Help,none,navi-mini,237,606,3157,success,0,0,
I00000851,U002162,S000468_06,2026-01-22 08:05:00,Summarization,none,navi-mini,728,586,2934,success,1,0,5.0
I00001671,U001830,S000939_03,2026-01-22 08:07:00,Quiz Generation,none,navi-mini,420,629,2821,success,1,0,
I00002303,U003779,S001373_01,2026-01-22 08:25:00,Homework Help,calculator,navi-mini,466,541,3807,success,1,0,
I00000027,U001934,S000020_07,2026-01-22 08:38:00,Homework Help,none,navi-pro,238,202,1521,success,1,0,
I00002189,U000553,S001329_03,2026-01-22 09:02:00,Quiz Generation,quiz_generator,navi-pro,305,701,5711,success,0,1,
I00001285,U001676,S000705_04,2026-01-22 09:04:00,Summarization,none,navi-mini,297,559,2708,success,1,0,
I00001799,U000527,S001021_04,2026-01-22 09:06:00,General Q&A,none,navi-mini,68,605,1843,success,1,0,
I00001824,U004304,S001040_02,2026-01-22 09:24:00,Quiz Generation,quiz_generator,navi-mini,307,838,5600,success,0,0,3.0
I00001620,U001142,S000905_07,2026-01-22 09:46:00,Homework Help,calculator,navi-mini,265,703,4234,success,1,0,5.0
I00001949,U002635,S001122_02,2026-01-22 10:01:00,Homework Help,calculator,navi-mini,302,616,3126,success,1,0,
I00000345,U003256,S000200_06,2026-01-22 10:25:00,Quiz Generation,quiz_generator,navi-pro,220,449,3498,error,0,1,
I00002124,U001482,S001289_01,2026-01-22 10:34:00,Summarization,document_reader,navi-mini,230,889,4326,success,1,0,5.0
I00000373,U003300,S000206_02,2026-01-22 10:49:00,Study Plan,none,navi-pro,222,363,2036,success,1,0,
I00000852,U002162,S000468_07,2026-01-22 11:05:00,Summarization,none,navi-mini,381,320,1881,success,0,0,
I00000952,U001290,S000504_06,2026-01-22 11:09:00,Study Plan,calendar_planner,navi-mini,285,359,3102,success,1,0,
I00001208,U001782,S000658_07,2026-01-22 11:24:00,Quiz Generation,quiz_generator,navi-mini,123,505,3065,success,0,0,
